game_id,gameid_num,away,home,tm,line,min,fgm,fga,3pm,3pa,ftm,fta,off,def,tot,ast,pf,st,to,bs,ba,pts
20141028ORLNOP,21400001,ORL,NOP,ORL,425,240,32,84,4,11,16,21,16,40,56,17,25,5,18,9,17,84
20141028ORLNOP,21400001,ORL,NOP,NOP,-550,240,41,101,4,17,15,31,26,36,62,20,17,10,9,17,9,101
20141028DALSAS,21400002,DAL,SAS,DAL,140,240,38,78,8,21,16,19,9,24,33,17,20,9,10,3,3,100
20141028DALSAS,21400002,DAL,SAS,SAS,-160,240,37,70,14,28,13,16,9,29,38,23,20,5,20,3,3,101
20141028HOULAL,21400003,HOU,LAL,HOU,-300,240,31,73,12,29,34,50,14,33,47,22,30,7,13,3,3,108
20141028HOULAL,21400003,HOU,LAL,LAL,250,240,28,79,3,10,31,39,11,25,36,16,32,7,11,3,3,90
20141029MILCHA,21400004,MIL,CHA,MIL,320,265,39,80,7,14,21,24,3,32,35,25,25,9,14,10,9,106
20141029MILCHA,21400004,MIL,CHA,CHA,-400,265,41,101,6,21,20,29,15,35,50,27,20,8,10,9,10,108
20141029PHIIND,21400005,PHI,IND,PHI,280,240,34,89,6,21,17,30,15,27,42,17,29,10,11,5,13,91
20141029PHIIND,21400005,PHI,IND,IND,-340,240,38,81,8,25,19,28,14,36,50,22,24,5,17,13,5,103
20141029BKNBOS,21400006,BKN,BOS,BKN,-110,240,39,80,7,19,20,26,9,30,39,20,21,6,20,7,5,105
20141029BKNBOS,21400006,BKN,BOS,BOS,-110,240,49,88,8,22,15,23,9,26,35,28,25,11,12,5,7,121
20141029WASMIA,21400007,WAS,MIA,WAS,170,240,36,75,6,19,17,24,7,29,36,20,20,7,14,2,3,95
20141029WASMIA,21400007,WAS,MIA,MIA,-200,240,39,81,9,28,20,23,12,32,44,20,17,9,14,3,2,107
20141029ATLTOR,21400008,ATL,TOR,ATL,165,240,40,80,13,22,9,17,10,32,42,26,24,6,17,8,9,102
20141029ATLTOR,21400008,ATL,TOR,TOR,-190,240,37,90,8,26,27,33,16,32,48,26,22,13,9,9,8,109
20141029MINMEM,21400009,MIN,MEM,MIN,290,240,39,86,6,12,17,23,19,28,47,20,21,8,23,4,5,101
20141029MINMEM,21400009,MIN,MEM,MEM,-350,240,43,82,4,15,15,20,10,23,33,21,21,10,17,5,4,105
20141029CHINYK,21400010,CHI,NYK,CHI,-200,240,36,71,7,24,25,30,10,37,47,21,18,9,15,4,5,104
20141029CHINYK,21400010,CHI,NYK,NYK,170,240,31,85,3,17,15,17,14,24,38,19,22,9,11,5,4,80
20141029DETDEN,21400011,DET,DEN,DET,230,240,31,84,6,26,11,19,8,37,45,15,27,4,15,5,4,79
20141029DETDEN,21400011,DET,DEN,DEN,-270,240,30,85,6,24,23,31,14,37,51,17,21,7,15,4,5,89
20141029HOUUTA,21400012,HOU,UTA,HOU,-155,240,40,77,14,27,10,14,8,27,35,18,23,7,18,6,6,104
20141029HOUUTA,21400012,HOU,UTA,UTA,135,240,38,81,3,18,14,17,13,21,34,16,16,8,13,6,6,93
20141029LALPHX,21400013,LAL,PHX,LAL,750,240,37,86,4,13,21,25,12,26,38,20,18,9,13,3,3,99
20141029LALPHX,21400013,LAL,PHX,PHX,-1100,240,45,82,16,32,13,18,9,31,40,23,25,5,14,3,3,119
20141029GSWSAC,21400014,GSW,SAC,GSW,-210,240,33,75,6,27,23,32,7,37,44,21,32,12,22,8,3,95
20141029GSWSAC,21400014,GSW,SAC,SAC,175,240,24,78,3,18,26,35,15,35,50,13,26,11,26,3,8,77
20141029OKCPOR,21400015,OKC,POR,OKC,350,240,33,81,2,16,21,26,14,29,43,19,28,9,13,5,9,89
20141029OKCPOR,21400015,OKC,POR,POR,-450,240,39,87,11,29,17,22,13,29,42,23,19,4,10,9,5,106
20141030WASORL,21400016,WAS,ORL,WAS,-200,240,39,80,7,13,20,26,6,31,37,22,25,10,12,0,1,105
20141030WASORL,21400016,WAS,ORL,ORL,170,240,37,72,6,15,18,24,3,30,33,20,23,4,18,1,0,98
20141030DETMIN,21400017,DET,MIN,DET,190,240,38,91,7,21,8,13,14,32,46,20,24,3,12,5,3,91
20141030DETMIN,21400017,DET,MIN,MIN,-230,240,37,76,4,10,19,28,10,33,43,18,21,8,12,3,5,97
20141030NYKCLE,21400018,NYK,CLE,NYK,800,240,37,69,6,12,15,18,9,26,35,30,26,9,15,1,2,95
20141030NYKCLE,21400018,NYK,CLE,CLE,-1200,240,32,70,9,24,17,20,11,22,33,22,15,5,19,2,1,90
20141030UTADAL,21400019,UTA,DAL,UTA,500,240,36,83,14,35,16,18,15,25,40,22,21,6,16,0,5,102
20141030UTADAL,21400019,UTA,DAL,DAL,-700,240,47,85,8,21,18,23,13,31,44,25,15,8,9,5,0,120
20141030OKCLAC,21400020,OKC,LAC,OKC,800,240,28,65,6,21,28,34,8,39,47,23,27,5,22,2,4,90
20141030OKCLAC,21400020,OKC,LAC,LAC,-1200,240,34,87,7,30,18,25,14,19,33,17,27,10,11,4,2,93
20141031MEMIND,21400021,MEM,IND,MEM,-260,240,35,79,7,19,20,27,11,29,40,20,21,11,9,2,3,97
20141031MEMIND,21400021,MEM,IND,IND,220,240,34,74,8,21,13,16,11,35,46,19,15,5,18,3,2,89
20141031CLECHI,21400022,CLE,CHI,CLE,150,265,41,104,3,15,29,33,20,32,52,18,18,8,9,4,14,114
20141031CLECHI,21400022,CLE,CHI,CHI,-170,265,41,90,13,31,13,17,11,31,42,25,28,4,19,14,4,108
20141031PHIMIL,21400023,PHI,MIL,PHI,330,240,32,86,5,23,12,22,12,30,42,20,18,9,16,5,11,81
20141031PHIMIL,21400023,PHI,MIL,MIL,-400,240,36,88,9,24,12,21,15,40,55,25,19,10,18,11,5,93
20141031SASPHX,21400024,SAS,PHX,SAS,-110,240,32,78,8,25,17,23,5,40,45,20,25,3,12,3,5,89
20141031SASPHX,21400024,SAS,PHX,PHX,-110,240,35,87,2,18,22,26,12,38,50,15,21,2,7,5,3,94
20141031PORSAC,21400025,POR,SAC,POR,-200,240,34,83,9,26,17,19,10,28,38,20,26,5,10,8,2,94
20141031PORSAC,21400025,POR,SAC,SAC,170,240,34,81,4,10,31,35,14,35,49,14,24,6,10,2,8,103
20141031LACLAL,21400026,LAC,LAL,LAC,-900,240,34,71,12,33,38,44,6,30,36,25,26,6,14,2,2,118
20141031LACLAL,21400026,LAC,LAL,LAL,600,240,42,82,7,20,20,28,9,31,40,24,35,5,14,2,2,111
20141101DALNOP,21400027,DAL,NOP,DAL,-105,240,46,89,6,25,11,19,11,33,44,25,25,4,12,6,4,109
20141101DALNOP,21400027,DAL,NOP,NOP,-115,240,38,89,7,19,21,28,14,33,47,24,19,8,13,4,6,104
20141101MEMCHA,21400028,MEM,CHA,MEM,135,240,29,80,3,11,10,13,9,36,45,16,22,8,18,0,4,71
20141101MEMCHA,21400028,MEM,CHA,CHA,-155,240,26,72,4,14,13,18,5,39,44,17,16,10,20,4,0,69
20141101TORORL,21400029,TOR,ORL,TOR,-260,240,33,83,4,21,38,48,15,35,50,13,21,4,7,4,7,108
20141101TORORL,21400029,TOR,ORL,ORL,220,240,38,81,7,20,12,24,9,31,40,25,37,3,14,7,4,95
20141101MIAPHI,21400030,MIA,PHI,MIA,-450,240,41,83,12,24,20,29,9,26,35,33,20,16,16,0,10,114
20141101MIAPHI,21400030,MIA,PHI,PHI,350,240,35,67,7,23,19,26,4,33,37,28,21,9,24,10,0,96
20141101MILWAS,21400031,MIL,WAS,MIL,360,240,34,80,9,22,20,24,16,26,42,18,28,11,27,3,5,97
20141101MILWAS,21400031,MIL,WAS,WAS,-460,240,40,73,4,13,24,33,6,28,34,28,21,18,19,5,3,108
20141101INDATL,21400032,IND,ATL,IND,500,240,31,81,12,32,18,21,11,33,44,25,26,5,18,5,6,92
20141101INDATL,21400032,IND,ATL,ATL,-700,240,35,69,7,20,25,33,3,34,37,26,20,10,12,6,5,102
20141101BKNDET,21400033,BKN,DET,BKN,130,240,42,87,7,26,11,13,12,36,48,18,23,3,8,3,3,102
20141101BKNDET,21400033,BKN,DET,DET,-150,240,32,76,1,17,25,35,10,31,41,21,15,3,7,3,3,90
20141101BOSHOU,21400034,BOS,HOU,BOS,270,240,37,98,1,25,15,18,14,30,44,20,26,10,10,8,8,90
20141101BOSHOU,21400034,BOS,HOU,HOU,-330,240,32,76,12,34,28,40,10,39,49,20,24,9,17,8,8,104
20141101CHIMIN,21400035,CHI,MIN,CHI,-130,240,33,69,9,23,31,40,5,33,38,15,24,3,14,8,4,106
20141101CHIMIN,21400035,CHI,MIN,MIN,110,240,38,85,4,12,25,31,13,29,42,26,29,9,10,4,8,105
20141101DENOKC,21400036,DEN,OKC,DEN,-200,240,35,80,7,26,14,20,11,30,41,19,26,4,17,10,6,91
20141101DENOKC,21400036,DEN,OKC,OKC,170,240,37,80,6,20,22,31,6,35,41,24,20,8,13,6,10,102
20141101PHXUTA,21400037,PHX,UTA,PHX,110,240,36,87,7,31,12,15,6,28,34,17,22,8,11,7,6,91
20141101PHXUTA,21400037,PHX,UTA,UTA,-130,240,42,88,7,26,27,33,13,39,52,19,15,10,13,6,7,118
20141101LALGSW,21400038,LAL,GSW,LAL,975,240,41,88,4,14,18,25,17,20,37,21,27,9,22,3,4,104
20141101LALGSW,21400038,LAL,GSW,GSW,-1400,240,46,83,11,23,24,28,12,31,43,30,26,10,20,4,3,127
20141102SACLAC,21400039,SAC,LAC,SAC,450,240,34,68,3,10,27,33,9,37,46,21,22,4,19,11,7,98
20141102SACLAC,21400039,SAC,LAC,LAC,-600,240,33,88,9,31,17,21,11,24,35,23,25,10,8,7,11,92
20141102TORMIA,21400040,TOR,MIA,TOR,110,240,37,79,4,16,24,39,9,19,28,11,28,8,10,5,6,102
20141102TORMIA,21400040,TOR,MIA,MIA,-130,240,35,70,9,24,28,38,11,32,43,22,29,6,16,6,5,107
20141102CHANYK,21400041,CHA,NYK,CHA,145,240,33,70,6,15,21,29,8,30,38,20,16,7,12,2,0,93
20141102CHANYK,21400041,CHA,NYK,NYK,-165,240,39,78,8,16,10,17,8,27,35,23,26,5,12,0,2,96
20141102GSWPOR,21400042,GSW,POR,GSW,140,240,36,81,6,19,17,21,7,34,41,22,16,11,17,7,2,95
20141102GSWPOR,21400042,GSW,POR,POR,-160,240,37,92,7,27,9,14,17,39,56,20,19,9,19,2,7,90
20141103HOUPHI,21400043,HOU,PHI,HOU,-800,240,32,75,16,34,24,30,13,34,47,27,20,12,21,6,4,104
20141103HOUPHI,21400043,HOU,PHI,PHI,550,240,33,74,11,22,16,23,6,25,31,19,20,12,17,4,6,93
20141103OKCBKN,21400044,OKC,BKN,OKC,240,240,32,82,8,23,13,21,15,29,44,14,17,3,17,3,3,85
20141103OKCBKN,21400044,OKC,BKN,BKN,-280,240,44,84,11,23,17,19,9,33,42,25,21,11,8,3,3,116
20141103NOPMEM,21400045,NOP,MEM,NOP,155,240,29,86,4,24,19,29,14,35,49,14,30,5,12,3,6,81
20141103NOPMEM,21400045,NOP,MEM,MEM,-175,240,31,76,4,14,27,37,9,43,52,19,24,5,11,6,3,93
20141103BOSDAL,21400046,BOS,DAL,BOS,450,240,45,102,11,31,12,16,22,27,49,29,21,9,17,6,9,113
20141103BOSDAL,21400046,BOS,DAL,DAL,-600,240,44,82,14,25,16,20,7,29,36,24,17,5,17,9,6,118
20141103SACDEN,21400047,SAC,DEN,SAC,220,240,34,81,2,9,40,47,14,36,50,21,28,8,15,5,7,110
20141103SACDEN,21400047,SAC,DEN,DEN,-260,240,36,93,5,24,28,33,15,27,42,22,35,4,15,7,5,105
20141103UTALAC,21400048,UTA,LAC,UTA,450,240,36,77,10,27,19,24,9,34,43,24,20,4,17,2,6,101
20141103UTALAC,21400048,UTA,LAC,LAC,-600,240,41,81,10,23,15,17,5,30,35,28,17,6,10,6,2,107
20141104MILIND,21400049,MIL,IND,MIL,160,240,37,83,7,21,6,7,9,30,39,20,22,12,12,5,9,87
20141104MILIND,21400049,MIL,IND,IND,-180,240,31,78,6,24,13,22,15,32,47,14,17,4,17,9,5,81
20141104HOUMIA,21400050,HOU,MIA,HOU,115,240,35,68,17,37,21,27,9,29,38,22,26,8,16,5,2,108
20141104HOUMIA,21400050,HOU,MIA,MIA,-135,240,31,74,12,28,17,27,13,21,34,16,21,7,15,2,5,91
20141104WASNYK,21400051,WAS,NYK,WAS,-130,240,39,80,8,18,12,19,10,31,41,26,25,8,12,4,4,98
20141104WASNYK,21400051,WAS,NYK,NYK,110,240,30,81,8,15,15,19,15,28,43,16,23,5,18,4,4,83
20141104OKCTOR,21400052,OKC,TOR,OKC,650,240,34,65,6,21,14,25,6,35,41,23,27,4,19,3,3,88
20141104OKCTOR,21400052,OKC,TOR,TOR,-1000,240,32,81,8,31,28,33,12,27,39,23,24,6,10,3,3,100
20141104ORLCHI,21400053,ORL,CHI,ORL,450,240,38,88,6,14,8,14,14,34,48,21,22,6,11,6,9,90
20141104ORLCHI,21400053,ORL,CHI,CHI,-600,240,35,75,7,15,21,27,10,34,44,23,18,6,12,9,6,98
20141104CHANOP,21400054,CHA,NOP,CHA,155,240,37,80,6,21,11,13,6,28,34,23,15,6,12,1,6,91
20141104CHANOP,21400054,CHA,NOP,NOP,-175,240,38,81,5,18,19,19,11,36,47,26,19,5,12,6,1,100
20141104CLEPOR,21400055,CLE,POR,CLE,-140,240,31,85,9,21,11,14,13,28,41,18,19,5,14,3,4,82
20141104CLEPOR,21400055,CLE,POR,POR,120,240,37,75,8,25,19,25,9,39,48,21,20,7,11,4,3,101
20141104PHXLAL,21400056,PHX,LAL,PHX,210,240,41,91,6,18,24,31,13,39,52,28,29,6,13,7,8,112
20141104PHXLAL,21400056,PHX,LAL,LAL,-250,240,35,88,6,16,30,41,18,31,49,16,25,7,12,8,7,106
20141105MIACHA,21400057,MIA,CHA,MIA,105,240,30,77,4,22,25,31,6,30,36,19,25,6,8,4,9,89
20141105MIACHA,21400057,MIA,CHA,CHA,-125,240,35,82,5,18,21,29,13,36,49,23,24,4,12,9,4,96
20141105ORLPHI,21400058,ORL,PHI,ORL,-140,240,39,88,3,20,10,12,14,37,51,14,20,11,24,3,12,91
20141105ORLPHI,21400058,ORL,PHI,PHI,120,240,33,77,8,25,15,23,6,32,38,22,18,12,20,12,3,89
20141105TORBOS,21400059,TOR,BOS,TOR,110,240,42,87,7,16,19,23,6,18,24,18,18,11,7,4,3,110
20141105TORBOS,21400059,TOR,BOS,BOS,-130,240,40,78,10,26,17,18,17,38,55,22,25,5,27,3,4,107
20141105MINBKN,21400060,MIN,BKN,MIN,180,240,37,90,7,17,17,22,13,38,51,22,21,9,11,4,5,98
20141105MINBKN,21400060,MIN,BKN,BKN,-220,240,36,82,8,21,11,17,7,35,42,17,22,6,18,5,4,91
20141105NYKDET,21400061,NYK,DET,NYK,155,240,39,90,9,20,8,10,11,32,43,25,23,3,9,9,4,95
20141105NYKDET,21400061,NYK,DET,DET,-175,240,32,87,11,23,23,33,19,36,55,17,16,5,8,4,9,98
20141105CHIMIL,21400062,CHI,MIL,CHI,-210,240,34,73,5,16,22,30,7,35,42,24,18,8,16,3,3,95
20141105CHIMIL,21400062,CHI,MIL,MIL,175,240,33,89,3,15,17,20,18,32,50,19,28,10,14,3,3,86
20141105INDWAS,21400063,IND,WAS,IND,425,265,35,90,8,27,16,20,14,43,57,22,27,3,18,9,7,94
20141105INDWAS,21400063,IND,WAS,WAS,-550,265,34,91,7,17,21,23,7,36,43,24,22,7,12,7,9,96
20141105ATLSAS,21400064,ATL,SAS,ATL,310,240,38,92,8,25,8,11,10,27,37,26,25,14,13,5,9,92
20141105ATLSAS,21400064,ATL,SAS,SAS,-380,240,31,69,5,17,27,38,11,39,50,25,15,7,19,9,5,94
20141105MEMPHX,21400065,MEM,PHX,MEM,105,240,40,80,9,17,13,17,8,29,37,25,21,10,16,1,4,102
20141105MEMPHX,21400065,MEM,PHX,PHX,-125,240,32,69,8,21,19,21,5,30,35,13,20,11,18,4,1,91
20141105CLEUTA,21400066,CLE,UTA,CLE,-240,240,30,72,6,16,34,40,7,23,30,6,22,8,12,4,8,100
20141105CLEUTA,21400066,CLE,UTA,UTA,200,240,39,77,7,21,17,22,13,28,41,26,26,3,12,8,4,102
20141105DENSAC,21400067,DEN,SAC,DEN,145,240,37,82,9,28,26,31,7,25,32,24,37,4,14,5,3,109
20141105DENSAC,21400067,DEN,SAC,SAC,-165,240,42,76,8,20,39,50,9,31,40,21,30,8,13,3,5,131
20141105LACGSW,21400068,LAC,GSW,LAC,175,240,38,82,7,19,21,27,5,25,30,26,14,12,14,2,3,104
20141105LACGSW,21400068,LAC,GSW,GSW,-210,240,43,74,15,25,20,20,4,35,39,29,22,7,23,3,2,121
20141106SASHOU,21400069,SAS,HOU,SAS,250,240,31,90,2,20,17,19,12,29,41,17,24,12,14,1,6,81
20141106SASHOU,21400069,SAS,HOU,HOU,-300,240,34,72,10,27,20,33,8,36,44,18,20,7,21,6,1,98
20141106DALPOR,21400070,DAL,POR,DAL,110,240,33,90,5,23,16,16,8,26,34,14,17,6,7,4,6,87
20141106DALPOR,21400070,DAL,POR,POR,-130,240,40,77,12,30,16,19,12,41,53,25,21,3,17,6,4,108
20141107ATLCHA,21400071,ATL,CHA,ATL,105,290,43,93,13,33,20,26,7,31,38,28,33,8,19,3,7,119
20141107ATLCHA,21400071,ATL,CHA,CHA,-125,290,48,97,6,21,20,27,11,40,51,31,30,6,19,7,3,122
20141107MINORL,21400072,MIN,ORL,MIN,-175,265,40,93,4,18,19,25,9,29,38,24,22,9,12,7,6,103
20141107MINORL,21400072,MIN,ORL,ORL,155,265,46,91,5,10,15,19,12,40,52,19,27,5,21,6,7,112
20141107CHIPHI,21400073,CHI,PHI,CHI,-650,240,40,78,12,24,26,34,12,28,40,25,21,4,17,6,2,118
20141107CHIPHI,21400073,CHI,PHI,PHI,475,240,43,91,12,30,17,25,17,25,42,29,29,7,12,2,6,115
20141107INDBOS,21400074,IND,BOS,IND,200,240,40,88,5,19,13,13,14,28,42,18,17,2,13,6,3,98
20141107INDBOS,21400074,IND,BOS,BOS,-240,240,39,85,9,27,14,16,9,29,38,26,19,6,12,3,6,101
20141107NYKBKN,21400075,NYK,BKN,NYK,200,240,37,90,8,19,17,21,15,28,43,22,24,7,14,2,6,99
20141107NYKBKN,21400075,NYK,BKN,BKN,-240,240,38,74,14,24,20,26,7,35,42,18,24,6,16,6,2,110
20141107MILDET,21400076,MIL,DET,MIL,170,240,36,77,5,20,18,23,9,26,35,26,19,10,13,6,5,95
20141107MILDET,21400076,MIL,DET,DET,-200,240,37,75,11,23,13,24,12,28,40,18,24,7,18,5,6,98
20141107WASTOR,21400077,WAS,TOR,WAS,150,240,30,83,3,19,21,32,16,34,50,19,29,7,13,5,3,84
20141107WASTOR,21400077,WAS,TOR,TOR,-170,240,35,80,9,22,24,31,10,39,49,19,27,5,13,3,5,103
20141107MEMOKC,21400078,MEM,OKC,MEM,-300,240,34,81,9,18,14,17,9,29,38,21,14,10,8,4,1,91
20141107MEMOKC,21400078,MEM,OKC,OKC,250,240,37,79,12,25,3,11,10,34,44,16,18,3,17,1,4,89
20141107SACPHX,21400079,SAC,PHX,SAC,180,290,39,91,3,16,33,39,13,47,60,16,27,6,15,4,7,114
20141107SACPHX,21400079,SAC,PHX,PHX,-210,290,42,98,10,31,18,25,9,33,42,19,33,7,12,7,4,112
20141107DALUTA,21400080,DAL,UTA,DAL,-145,240,42,88,9,24,12,14,13,29,42,23,22,12,8,3,6,105
20141107DALUTA,21400080,DAL,UTA,UTA,125,240,29,68,9,28,15,19,9,32,41,19,17,4,21,6,3,82
20141107CLEDEN,21400081,CLE,DEN,CLE,-260,240,40,84,6,23,24,33,6,36,42,25,14,5,8,3,5,110
20141107CLEDEN,21400081,CLE,DEN,DEN,220,240,40,85,11,29,10,15,8,34,42,22,22,5,13,5,3,101
20141108PORLAC,21400082,POR,LAC,POR,160,240,36,80,10,25,20,25,9,34,43,25,26,2,16,3,4,102
20141108PORLAC,21400082,POR,LAC,LAC,-180,240,40,81,5,12,21,30,8,29,37,17,19,8,7,4,3,106
20141108WASIND,21400083,WAS,IND,WAS,-160,240,39,81,2,11,17,23,13,36,49,23,25,8,14,4,3,97
20141108WASIND,21400083,WAS,IND,IND,140,240,33,77,8,24,16,25,8,30,38,11,24,5,18,3,4,90
20141108NYKATL,21400084,NYK,ATL,NYK,240,240,40,84,8,21,8,11,13,31,44,26,29,2,15,6,5,96
20141108NYKATL,21400084,NYK,ATL,ATL,-280,240,33,81,9,22,28,36,12,29,41,18,17,10,8,5,6,103
20141108MINMIA,21400085,MIN,MIA,MIN,270,240,35,87,4,16,18,23,17,32,49,13,17,9,16,2,2,92
20141108MINMIA,21400085,MIN,MIA,MIA,-330,240,41,78,5,13,15,17,6,34,40,26,19,8,14,2,2,102
20141108BOSCHI,21400086,BOS,CHI,BOS,400,240,42,81,7,19,15,20,7,38,45,25,17,6,12,3,2,106
20141108BOSCHI,21400086,BOS,CHI,CHI,-500,240,42,92,8,18,9,15,11,27,38,26,16,5,8,2,3,101
20141108GSWHOU,21400087,GSW,HOU,GSW,-155,240,39,87,9,28,11,17,15,39,54,22,19,11,26,8,0,98
20141108GSWHOU,21400087,GSW,HOU,HOU,135,240,30,86,10,42,17,21,16,30,46,13,17,14,22,0,8,87
20141108MEMMIL,21400088,MEM,MIL,MEM,-200,240,29,82,3,14,31,34,15,25,40,15,18,9,13,2,4,92
20141108MEMMIL,21400088,MEM,MIL,MIL,170,240,40,88,5,18,8,11,16,27,43,24,24,7,16,4,2,93
20141108NOPSAS,21400089,NOP,SAS,NOP,260,240,40,85,8,21,12,14,6,24,30,22,20,11,11,9,7,100
20141108NOPSAS,21400089,NOP,SAS,SAS,-320,240,36,80,5,18,22,29,17,32,49,15,17,4,18,7,9,99
20141109ORLBKN,21400090,ORL,BKN,ORL,350,240,39,75,8,15,10,16,5,26,31,25,24,7,17,2,5,96
20141109ORLBKN,21400090,ORL,BKN,BKN,-450,240,40,83,4,14,20,23,14,31,45,23,21,10,14,5,2,104
20141109UTADET,21400091,UTA,DET,UTA,145,240,33,72,6,15,25,35,9,34,43,20,18,7,11,2,2,97
20141109UTADET,21400091,UTA,DET,DET,-165,240,36,93,6,23,18,25,18,33,51,19,22,6,11,2,2,96
20141109SACOKC,21400092,SAC,OKC,SAC,-135,240,36,80,6,24,15,22,9,28,37,23,24,11,10,2,6,93
20141109SACOKC,21400092,SAC,OKC,OKC,115,240,36,78,6,18,23,27,11,29,40,16,22,5,14,6,2,101
20141109PHITOR,21400093,PHI,TOR,PHI,900,240,33,87,10,34,12,18,11,20,31,19,23,11,17,6,8,88
20141109PHITOR,21400093,PHI,TOR,TOR,-1600,240,43,76,7,17,27,30,4,35,39,23,17,12,20,8,6,120
20141109MIADAL,21400094,MIA,DAL,MIA,300,240,42,76,9,23,12,20,6,32,38,31,23,7,13,3,7,105
20141109MIADAL,21400094,MIA,DAL,DAL,-360,240,35,83,9,29,17,24,15,26,41,22,15,8,13,7,3,96
20141109GSWPHX,21400095,GSW,PHX,GSW,125,240,33,69,11,24,18,21,3,33,36,16,26,9,26,7,2,95
20141109GSWPHX,21400095,GSW,PHX,PHX,-145,240,34,79,12,30,27,33,9,30,39,17,19,9,21,2,7,107
20141109DENPOR,21400096,DEN,POR,DEN,350,240,36,91,5,13,23,30,18,37,55,14,22,5,15,7,11,100
20141109DENPOR,21400096,DEN,POR,POR,-450,240,45,100,16,31,10,14,16,35,51,27,21,7,10,11,7,116
20141109CHALAL,21400097,CHA,LAL,CHA,-135,240,35,79,3,14,19,27,12,27,39,15,18,5,11,0,2,92
20141109CHALAL,21400097,CHA,LAL,LAL,115,240,42,82,6,17,17,22,8,30,38,28,23,8,11,2,0,107
20141110NOPCLE,21400098,NOP,CLE,NOP,200,240,41,93,12,27,17,20,14,26,40,31,20,8,5,5,5,111
20141110NOPCLE,21400098,NOP,CLE,CLE,-240,240,40,81,13,27,25,30,12,33,45,26,13,3,9,5,5,118
20141110UTAIND,21400099,UTA,IND,UTA,125,240,32,74,6,21,16,21,5,32,37,18,18,5,11,6,3,86
20141110UTAIND,21400099,UTA,IND,IND,-145,240,39,90,6,15,13,15,13,31,44,16,19,3,7,3,6,97
20141110ATLNYK,21400100,ATL,NYK,ATL,-130,240,27,71,10,27,27,28,9,29,38,20,16,7,15,3,2,91
20141110ATLNYK,21400100,ATL,NYK,NYK,110,240,36,83,6,26,7,12,11,29,40,23,26,4,15,2,3,85
20141110DETCHI,21400101,DET,CHI,DET,425,240,34,80,7,14,16,25,9,37,46,19,21,5,15,6,8,91
20141110DETCHI,21400101,DET,CHI,CHI,-550,240,39,88,7,20,17,20,9,40,49,22,19,6,10,8,6,102
20141110SASLAC,21400102,SAS,LAC,SAS,110,240,33,83,2,19,21,27,10,29,39,20,17,11,8,4,8,89
20141110SASLAC,21400102,SAS,LAC,LAC,-130,240,33,74,5,22,14,17,8,36,44,26,20,6,15,8,4,85
20141111ORLTOR,21400103,ORL,TOR,ORL,550,240,39,81,12,25,10,16,6,33,39,26,24,8,16,5,1,100
20141111ORLTOR,21400103,ORL,TOR,TOR,-800,240,35,77,9,21,25,30,5,35,40,16,17,9,12,1,5,104
20141111LALMEM,21400104,LAL,MEM,LAL,475,240,41,87,7,22,13,17,15,23,38,22,22,8,13,6,2,102
20141111LALMEM,21400104,LAL,MEM,MEM,-650,240,41,78,4,11,21,26,12,26,38,21,18,8,13,2,6,107
20141111OKCMIL,21400105,OKC,MIL,OKC,120,240,29,87,6,20,14,19,13,33,46,15,22,6,15,5,6,78
20141111OKCMIL,21400105,OKC,MIL,MIL,-140,240,33,81,3,15,16,24,14,37,51,18,22,5,16,6,5,85
20141111SACDAL,21400106,SAC,DAL,SAC,300,240,32,72,9,19,25,32,12,31,43,17,32,5,20,1,8,98
20141111SACDAL,21400106,SAC,DAL,DAL,-360,240,38,80,10,27,20,24,9,24,33,23,29,8,11,8,1,106
20141111CHAPOR,21400107,CHA,POR,CHA,250,240,35,75,7,16,23,27,6,32,38,16,16,5,13,3,4,100
20141111CHAPOR,21400107,CHA,POR,POR,-300,240,40,93,8,25,14,16,15,33,48,25,21,6,12,4,3,102
20141111SASGSW,21400108,SAS,GSW,SAS,260,240,46,93,10,25,11,15,8,28,36,28,19,9,8,1,4,113
20141111SASGSW,21400108,SAS,GSW,GSW,-320,240,38,70,7,20,17,20,1,37,38,23,16,5,19,4,1,100
20141112DETWAS,21400109,DET,WAS,DET,220,240,38,81,9,22,18,22,7,32,39,19,25,5,13,6,6,103
20141112DETWAS,21400109,DET,WAS,WAS,-260,240,40,83,3,11,24,33,11,35,46,27,22,10,11,6,6,107
20141112UTAATL,21400110,UTA,ATL,UTA,260,240,43,86,5,23,6,12,8,22,30,28,17,12,11,8,4,97
20141112UTAATL,21400110,UTA,ATL,ATL,-320,240,39,76,9,20,13,18,13,33,46,23,12,8,18,4,8,100
20141112OKCBOS,21400111,OKC,BOS,OKC,260,240,40,82,10,24,19,22,8,33,41,23,13,1,8,3,3,109
20141112OKCBOS,21400111,OKC,BOS,BOS,-320,240,37,83,9,33,11,13,7,28,35,28,20,5,8,3,3,94
20141112INDMIA,21400112,IND,MIA,IND,330,240,30,80,8,26,13,15,16,37,53,13,17,5,15,5,5,81
20141112INDMIA,21400112,IND,MIA,MIA,-400,240,29,68,9,20,8,18,6,22,28,18,18,11,9,5,5,75
20141112ORLNYK,21400113,ORL,NYK,ORL,220,240,33,70,6,12,25,32,4,33,37,20,19,4,10,1,6,97
20141112ORLNYK,21400113,ORL,NYK,NYK,-260,240,37,86,8,23,13,14,11,29,40,17,27,2,7,6,1,95
